245	annotate_busby_phage_104_5
246	annotate_busby_phage_105_1
247	annotate_busby_phage_105_2
248	annotate_busby_phage_105_3
249	annotate_busby_phage_105_4
250	annotate_busby_phage_105_5
251	annotate_busby_phage_105_6
252	annotate_busby_phage_105_7
253	annotate_busby_phage_105_8
254	annotate_busby_phage_106_1
255	annotate_busby_phage_106_11
256	annotate_busby_phage_106_8
257	annotate_busby_phage_106_3
258	annotate_busby_phage_106_4
259	annotate_busby_phage_106_2
260	annotate_busby_phage_106_7
261	annotate_busby_phage_106_5
262	annotate_busby_phage_106_10
263	annotate_busby_phage_106_6
264	annotate_busby_phage_106_9
265	annotate_deboutte_phage_284_8
266	annotate_busby_phage_107_2
267	annotate_busby_phage_107_22
268	annotate_busby_phage_107_49
269	annotate_busby_phage_107_53
270	annotate_virome_phage_117_10
271	annotate_busby_phage_170_70
272	annotate_deboutte_phage_125_1
273	annotate_busby_phage_382_2
274	annotate_deboutte_phage_149_22
275	annotate_deboutte_phage_0_55
276	annotate_virome_phage_2324_40
277	annotate_busby_phage_185_68
278	annotate_rosso_phage_29_1
279	annotate_busby_phage_453_25
280	annotate_deboutte_phage_370_28
281	annotate_busby_phage_42_12
282	annotate_busby_phage_42_16
283	annotate_busby_phage_382_3
284	annotate_busby_phage_109_1
285	annotate_busby_phage_423_1
286	annotate_busby_phage_109_2
287	annotate_busby_phage_423_2
288	annotate_virome_phage_2380_7
289	annotate_virome_phage_2366_15
290	annotate_busby_phage_464_19
291	annotate_virome_phage_902_20
292	annotate_busby_phage_464_49
293	annotate_virome_phage_2914_26
294	annotate_busby_phage_109_3
295	annotate_busby_phage_423_3
296	annotate_virome_phage_2380_6
297	annotate_virome_phage_2366_14
298	annotate_busby_phage_464_20
299	annotate_busby_phage_464_48
300	annotate_virome_phage_902_19
301	annotate_virome_phage_2914_27
302	annotate_busby_phage_109_16
303	annotate_busby_phage_423_16
304	annotate_busby_phage_109_4
305	annotate_busby_phage_109_15
306	annotate_busby_phage_423_4
307	annotate_busby_phage_423_15
308	annotate_virome_phage_2380_5
309	annotate_busby_phage_464_21
310	annotate_virome_phage_902_18
311	annotate_busby_phage_464_47
312	annotate_virome_phage_2366_13
313	annotate_total_phage_125_14
314	annotate_total_phage_243_21
315	annotate_virome_phage_2914_28
316	annotate_busby_phage_109_5
317	annotate_busby_phage_109_14
318	annotate_busby_phage_423_5
319	annotate_busby_phage_423_14
320	annotate_virome_phage_2380_4
321	annotate_busby_phage_464_46
322	annotate_virome_phage_902_17
323	annotate_virome_phage_2366_12
324	annotate_total_phage_8_13
325	annotate_busby_phage_464_22
326	annotate_virome_phage_744_145
327	annotate_virome_phage_894_7
328	annotate_virome_phage_808_3
329	annotate_virome_phage_752_77
330	annotate_total_phage_807_13
331	annotate_total_phage_9_34
332	annotate_total_phage_935_14
333	annotate_total_phage_364_12
334	annotate_total_phage_361_18
335	annotate_total_phage_791_25
336	annotate_virome_phage_2297_51
337	annotate_virome_phage_858_37
338	annotate_busby_phage_476_26
339	annotate_total_phage_296_16
340	annotate_total_phage_451_19
341	annotate_busby_phage_109_6
342	annotate_busby_phage_109_13
343	annotate_busby_phage_423_6
344	annotate_busby_phage_423_13
345	annotate_virome_phage_2380_3
346	annotate_virome_phage_902_16
347	annotate_virome_phage_2366_11
348	annotate_busby_phage_109_7
349	annotate_busby_phage_109_12
350	annotate_busby_phage_423_7
351	annotate_busby_phage_423_12
352	annotate_virome_phage_2380_2
353	annotate_busby_phage_464_24
354	annotate_busby_phage_464_44
355	annotate_virome_phage_902_14
356	annotate_virome_phage_2366_10
357	annotate_virome_phage_2914_31
358	annotate_busby_phage_109_8
359	annotate_busby_phage_109_11
360	annotate_busby_phage_423_8
361	annotate_busby_phage_423_11
362	annotate_busby_phage_109_9
363	annotate_busby_phage_423_9
364	annotate_busby_phage_423_10
365	annotate_busby_phage_109_10
366	annotate_virome_phage_902_13
367	annotate_virome_phage_2366_9
368	annotate_busby_phage_464_42
369	annotate_virome_phage_2914_32
370	annotate_busby_phage_464_27
371	annotate_busby_phage_464_43
372	annotate_busby_phage_464_25
373	annotate_busby_phage_464_26
374	annotate_virome_phage_65_36
375	annotate_virome_phage_890_13
376	annotate_virome_phage_835_38
377	annotate_deboutte_phage_52_14
378	annotate_busby_phage_111_1
379	annotate_busby_phage_111_6
380	annotate_busby_phage_111_5
381	annotate_busby_phage_111_2
382	annotate_busby_phage_111_4
383	annotate_busby_phage_111_7
384	annotate_busby_phage_111_3
385	annotate_busby_phage_58_3
386	annotate_busby_phage_14_2
387	annotate_busby_phage_112_1
388	annotate_busby_phage_424_1
389	annotate_busby_phage_112_2
390	annotate_busby_phage_424_2
391	annotate_busby_phage_112_3
392	annotate_busby_phage_424_3
393	annotate_busby_phage_112_4
394	annotate_busby_phage_424_4
395	annotate_busby_phage_370_6
396	annotate_busby_phage_416_6
397	annotate_busby_phage_69_6
398	annotate_total_phage_517_3
399	annotate_busby_phage_112_5
400	annotate_busby_phage_424_5
401	annotate_busby_phage_116_3
402	annotate_busby_phage_426_3
403	annotate_busby_phage_112_6
404	annotate_busby_phage_424_6
405	annotate_busby_phage_353_1
406	annotate_busby_phage_112_7
407	annotate_busby_phage_424_7
408	annotate_busby_phage_397_4
409	annotate_busby_phage_7_4
410	annotate_busby_phage_112_8
411	annotate_busby_phage_424_8
412	annotate_busby_phage_370_4
413	annotate_busby_phage_113_1
414	annotate_busby_phage_113_5
415	annotate_busby_phage_113_2
416	annotate_busby_phage_113_6
417	annotate_busby_phage_113_3
418	annotate_busby_phage_113_7
419	annotate_busby_phage_114_1
420	annotate_busby_phage_114_5
421	annotate_busby_phage_221_36
422	annotate_busby_phage_221_39
423	annotate_busby_phage_114_6
424	annotate_busby_phage_114_2
425	annotate_busby_phage_221_38
426	annotate_busby_phage_114_3
427	annotate_busby_phage_221_37
428	annotate_busby_phage_114_4
429	annotate_busby_phage_114_8
430	annotate_busby_phage_115_1
431	annotate_busby_phage_425_1
432	annotate_busby_phage_115_12
433	annotate_busby_phage_425_12
434	annotate_deboutte_phage_515_54
435	annotate_rosso_phage_180_5
436	annotate_total_phage_413_92
437	annotate_deboutte_phage_472_1
438	annotate_deboutte_phage_398_3
439	annotate_virome_phage_738_33
440	annotate_virome_phage_4_82
441	annotate_busby_phage_356_18
442	annotate_busby_phage_374_4
443	annotate_rosso_phage_9_8
444	annotate_total_phage_500_92
445	annotate_virome_phage_2238_52
446	annotate_virome_phage_2254_72
447	annotate_virome_phage_10_36
448	annotate_total_phage_730_10
449	annotate_virome_phage_739_70
450	annotate_deboutte_phage_378_4
451	annotate_total_phage_731_77
452	annotate_deboutte_phage_14_6
453	annotate_virome_phage_2285_46
454	annotate_virome_phage_11_81
455	annotate_busby_phage_115_2
456	annotate_busby_phage_425_2
457	annotate_busby_phage_115_3
458	annotate_busby_phage_425_3
459	annotate_busby_phage_115_11
460	annotate_busby_phage_425_11
461	annotate_busby_phage_356_20
462	annotate_busby_phage_115_10
463	annotate_busby_phage_425_10
464	annotate_busby_phage_115_4
465	annotate_busby_phage_425_4
466	annotate_busby_phage_115_5
467	annotate_busby_phage_425_5
468	annotate_busby_phage_115_6
469	annotate_busby_phage_425_6
470	annotate_total_phage_413_91
471	annotate_deboutte_phage_515_55
472	annotate_virome_phage_738_32
473	annotate_virome_phage_4_83
474	annotate_deboutte_phage_398_2
475	annotate_busby_phage_374_5
476	annotate_rosso_phage_9_7
477	annotate_total_phage_730_9
478	annotate_virome_phage_10_37
479	annotate_virome_phage_739_71
480	annotate_total_phage_500_91
481	annotate_virome_phage_2238_53
482	annotate_virome_phage_2254_73
483	annotate_busby_phage_356_21
484	annotate_busby_phage_115_9
485	annotate_busby_phage_425_9
486	annotate_busby_phage_115_7
487	annotate_busby_phage_425_7
488	annotate_busby_phage_115_8
489	annotate_busby_phage_425_8
490	annotate_total_phage_413_90
491	annotate_deboutte_phage_515_56
492	annotate_virome_phage_738_31
493	annotate_total_phage_730_8
494	annotate_deboutte_phage_398_1
495	annotate_busby_phage_374_6
496	annotate_rosso_phage_9_6
497	annotate_virome_phage_4_84
498	annotate_virome_phage_739_72
499	annotate_busby_phage_356_22
500	annotate_virome_phage_10_38
501	annotate_total_phage_500_90
502	annotate_virome_phage_2238_54
503	annotate_virome_phage_2254_74
504	annotate_deboutte_phage_373_14
505	annotate_busby_phage_452_17
506	annotate_deboutte_phage_33_18
507	annotate_busby_phage_452_13
508	annotate_deboutte_phage_17_2
509	annotate_total_phage_731_126
510	annotate_busby_phage_452_16
511	annotate_busby_phage_170_96
512	annotate_busby_phage_115_13
513	annotate_busby_phage_425_13
514	annotate_total_phage_413_93
515	annotate_rosso_phage_180_4
516	annotate_deboutte_phage_515_53
517	annotate_virome_phage_10_35
518	annotate_busby_phage_374_3
519	annotate_total_phage_730_11
520	annotate_virome_phage_739_69
521	annotate_rosso_phage_9_9
522	annotate_virome_phage_4_81
523	annotate_virome_phage_738_34
524	annotate_deboutte_phage_398_4
525	annotate_deboutte_phage_472_2
526	annotate_total_phage_500_93
527	annotate_virome_phage_2238_51
528	annotate_virome_phage_2254_71
529	annotate_busby_phage_356_17
530	annotate_busby_phage_115_14
531	annotate_busby_phage_425_14
532	annotate_deboutte_phage_515_52
533	annotate_rosso_phage_180_3
534	annotate_total_phage_413_94
535	annotate_virome_phage_739_68
536	annotate_busby_phage_374_2
537	annotate_rosso_phage_9_10
538	annotate_total_phage_730_12
539	annotate_deboutte_phage_398_5
540	annotate_deboutte_phage_472_3
541	annotate_virome_phage_4_80
542	annotate_virome_phage_738_35
543	annotate_virome_phage_10_34
544	annotate_total_phage_500_94
545	annotate_virome_phage_2238_50
546	annotate_virome_phage_2254_70
547	annotate_busby_phage_115_15
548	annotate_busby_phage_425_15
549	annotate_busby_phage_288_31
550	annotate_busby_phage_233_1
551	annotate_deboutte_phage_33_10
552	annotate_total_phage_731_134
553	annotate_busby_phage_475_9
554	annotate_deboutte_phage_373_6
555	annotate_virome_phage_7_38
556	annotate_busby_phage_116_1
557	annotate_busby_phage_426_1
558	annotate_busby_phage_353_3
559	annotate_busby_phage_416_2
560	annotate_busby_phage_69_2
561	annotate_busby_phage_116_2
562	annotate_busby_phage_426_2
563	annotate_busby_phage_353_4
564	annotate_busby_phage_370_2
565	annotate_busby_phage_416_7
566	annotate_busby_phage_69_7
567	annotate_busby_phage_397_2
568	annotate_busby_phage_7_2
569	annotate_total_phage_517_8
570	annotate_total_phage_517_1
571	annotate_busby_phage_397_5
572	annotate_busby_phage_7_5
573	annotate_busby_phage_35_1
574	annotate_busby_phage_406_1
575	annotate_busby_phage_35_6
576	annotate_busby_phage_406_6
577	annotate_busby_phage_116_4
578	annotate_busby_phage_426_4
579	annotate_busby_phage_116_6
580	annotate_busby_phage_416_3
581	annotate_busby_phage_117_1
582	annotate_virome_phage_2298_50
583	annotate_virome_phage_828_48
584	annotate_total_phage_414_61
585	annotate_virome_phage_785_45
586	annotate_virome_phage_2310_16
587	annotate_total_phage_735_43
588	annotate_virome_phage_839_15
589	annotate_deboutte_phage_383_2
590	annotate_virome_phage_2335_29
591	annotate_deboutte_phage_404_2
592	annotate_total_phage_734_26
593	annotate_virome_phage_144_14
594	annotate_deboutte_phage_233_10
595	annotate_deboutte_phage_423_3
596	annotate_total_phage_524_3
597	annotate_deboutte_phage_516_9
598	annotate_total_phage_111_39
599	annotate_total_phage_111_93
600	annotate_virome_phage_815_34
601	annotate_total_phage_479_54
602	annotate_busby_phage_354_14
603	annotate_busby_phage_216_12
604	annotate_busby_phage_354_13
605	annotate_busby_phage_117_2
606	annotate_busby_phage_427_1
607	annotate_busby_phage_216_13
608	annotate_busby_phage_117_3
609	annotate_busby_phage_249_24
610	annotate_busby_phage_249_23
611	annotate_busby_phage_427_3
612	annotate_busby_phage_427_2
613	annotate_busby_phage_118_1
614	annotate_busby_phage_118_2
615	annotate_total_phage_106_1
616	annotate_virome_phage_890_30
617	annotate_virome_phage_65_19
618	annotate_busby_phage_151_53
619	annotate_busby_phage_220_3
620	annotate_virome_phage_935_26
621	annotate_deboutte_phage_455_10
622	annotate_deboutte_phage_532_4
623	annotate_busby_phage_468_99
624	annotate_busby_phage_245_1
625	annotate_busby_phage_461_27
626	annotate_busby_phage_468_107
627	annotate_busby_phage_469_20
628	annotate_busby_phage_188_5
629	annotate_total_phage_293_59
630	annotate_busby_phage_468_62
631	annotate_total_phage_188_4
632	annotate_busby_phage_242_2
633	annotate_busby_phage_243_19
634	annotate_deboutte_phage_480_4
635	annotate_busby_phage_241_12
636	annotate_total_phage_653_68
637	annotate_total_phage_604_10
638	annotate_deboutte_phage_207_2
639	annotate_busby_phage_118_3
640	annotate_total_phage_106_47
641	annotate_virome_phage_65_23
642	annotate_virome_phage_890_26
643	annotate_busby_phage_118_4
644	annotate_busby_phage_118_6
645	annotate_total_phage_106_46
646	annotate_virome_phage_65_25
647	annotate_virome_phage_890_24
648	annotate_busby_phage_118_5
649	annotate_total_phage_106_45
650	annotate_virome_phage_65_26
651	annotate_virome_phage_890_23
652	annotate_busby_phage_124_3
653	annotate_deboutte_phage_519_14
654	annotate_total_phage_4_53
655	annotate_total_phage_415_66
656	annotate_deboutte_phage_423_18
657	annotate_total_phage_368_3
658	annotate_busby_phage_161_53
659	annotate_total_phage_524_13
660	annotate_total_phage_111_30
661	annotate_total_phage_111_84
662	annotate_virome_phage_815_25
663	annotate_total_phage_414_75
664	annotate_rosso_phage_16_32
665	annotate_busby_phage_347_4
666	annotate_total_phage_796_1
667	annotate_virome_phage_800_21
668	annotate_virome_phage_88_21
669	annotate_deboutte_phage_532_8
670	annotate_total_phage_735_31
671	annotate_busby_phage_148_5
672	annotate_busby_phage_119_1
673	annotate_busby_phage_193_61
674	annotate_virome_phage_750_45
675	annotate_busby_phage_119_2
676	annotate_virome_phage_750_44
677	annotate_busby_phage_193_62
678	annotate_busby_phage_119_3
679	annotate_busby_phage_119_4
680	annotate_virome_phage_10_44
681	annotate_total_phage_730_2
682	annotate_busby_phage_119_5
683	annotate_total_phage_730_1
684	annotate_virome_phage_10_45
685	annotate_busby_phage_119_8
686	annotate_busby_phage_191_9
687	annotate_total_phage_730_195
688	annotate_virome_phage_10_46
689	annotate_virome_phage_738_25
690	annotate_deboutte_phage_395_3
691	annotate_virome_phage_4_90
692	annotate_busby_phage_356_30
693	annotate_virome_phage_739_78
694	annotate_total_phage_413_84
695	annotate_deboutte_phage_515_62
696	annotate_busby_phage_344_4
697	annotate_virome_phage_2254_80
698	annotate_total_phage_500_84
699	annotate_virome_phage_2238_60
700	annotate_busby_phage_119_9
701	annotate_busby_phage_191_4
702	annotate_deboutte_phage_491_1
703	annotate_deboutte_phage_519_4
704	annotate_total_phage_453_23
705	annotate_total_phage_123_16
706	annotate_deboutte_phage_483_8
707	annotate_rosso_phage_157_46
708	annotate_total_phage_122_16
709	annotate_total_phage_658_51
710	annotate_total_phage_692_11
711	annotate_deboutte_phage_116_25
712	annotate_busby_phage_214_4
713	annotate_busby_phage_214_13
714	annotate_busby_phage_119_10
715	annotate_busby_phage_191_5
716	annotate_busby_phage_422_3
717	annotate_busby_phage_213_23
718	annotate_rosso_phage_36_43
719	annotate_busby_phage_119_11
720	annotate_busby_phage_12_1
721	annotate_busby_phage_12_2
722	annotate_busby_phage_12_6
723	annotate_busby_phage_12_8
724	annotate_busby_phage_12_5
725	annotate_busby_phage_12_4
726	annotate_busby_phage_12_7
727	annotate_busby_phage_12_9
728	annotate_busby_phage_3_2
729	annotate_busby_phage_3_4
730	annotate_busby_phage_25_2
731	annotate_busby_phage_25_4
732	annotate_busby_phage_49_9
733	annotate_busby_phage_3_6
734	annotate_busby_phage_37_6
735	annotate_busby_phage_122_1
736	annotate_deboutte_phage_123_20
737	annotate_total_phage_2_13
738	annotate_virome_phage_39_45
739	annotate_total_phage_437_39
740	annotate_busby_phage_39_1
741	annotate_virome_phage_2324_17
742	annotate_deboutte_phage_153_8
743	annotate_rosso_phage_29_19
744	annotate_busby_phage_176_8
745	annotate_busby_phage_176_21
746	annotate_deboutte_phage_86_10
747	annotate_busby_phage_226_16
748	annotate_total_phage_925_14
749	annotate_busby_phage_369_29
750	annotate_rosso_phage_28_15
751	annotate_busby_phage_380_13
752	annotate_deboutte_phage_152_20
753	annotate_deboutte_phage_370_48
754	annotate_busby_phage_276_2
755	annotate_busby_phage_276_25
756	annotate_virome_phage_83_16
757	annotate_deboutte_phage_477_1
758	annotate_total_phage_105_40
759	annotate_busby_phage_39_6
760	annotate_busby_phage_122_2
761	annotate_total_phage_437_40
762	annotate_busby_phage_124_1
763	annotate_busby_phage_124_4
764	annotate_total_phage_360_6
765	annotate_busby_phage_124_2
766	annotate_busby_phage_161_52
767	annotate_total_phage_4_52
768	annotate_total_phage_415_65
769	annotate_deboutte_phage_519_13
770	annotate_busby_phage_347_16
771	annotate_rosso_phage_16_31
772	annotate_total_phage_796_2
773	annotate_virome_phage_800_20
774	annotate_virome_phage_88_20
775	annotate_busby_phage_347_3
776	annotate_busby_phage_277_26
777	annotate_total_phage_121_3
778	annotate_total_phage_479_64
779	annotate_virome_phage_2298_40
780	annotate_virome_phage_778_64
781	annotate_virome_phage_828_35
782	annotate_virome_phage_850_36
783	annotate_busby_phage_243_23
784	annotate_total_phage_734_15
785	annotate_busby_phage_277_25
786	annotate_busby_phage_469_11
787	annotate_busby_phage_469_16
788	annotate_rosso_phage_182_26
789	annotate_busby_phage_337_2
790	annotate_busby_phage_124_5
791	annotate_busby_phage_161_49
792	annotate_total_phage_415_62
793	annotate_deboutte_phage_519_11
794	annotate_busby_phage_337_1
795	annotate_deboutte_phage_458_3
796	annotate_rosso_phage_157_38
797	annotate_total_phage_122_24
798	annotate_busby_phage_471_9
799	annotate_busby_phage_471_19
800	annotate_total_phage_123_24
801	annotate_busby_phage_388_14
802	annotate_deboutte_phage_516_1
803	annotate_deboutte_phage_63_15
804	annotate_total_phage_111_32
805	annotate_total_phage_111_86
806	annotate_virome_phage_815_27
807	annotate_busby_phage_216_4
808	annotate_total_phage_658_58
809	annotate_total_phage_692_4
810	annotate_total_phage_653_2
811	annotate_rosso_phage_103_19
812	annotate_busby_phage_201_26
813	annotate_total_phage_247_18
814	annotate_virome_phage_91_21
815	annotate_busby_phage_125_1
816	annotate_virome_phage_2305_7
817	annotate_busby_phage_125_2
818	annotate_busby_phage_90_3
819	annotate_virome_phage_39_16
820	annotate_total_phage_2_38
821	annotate_deboutte_phage_123_48
822	annotate_rosso_phage_29_52
823	annotate_deboutte_phage_467_7
824	annotate_deboutte_phage_154_34
825	annotate_busby_phage_125_3
826	annotate_deboutte_phage_123_46
827	annotate_deboutte_phage_467_6
828	annotate_total_phage_2_35
829	annotate_virome_phage_39_17
830	annotate_deboutte_phage_86_35
831	annotate_deboutte_phage_154_35
832	annotate_rosso_phage_29_51
833	annotate_virome_phage_2235_37
834	annotate_busby_phage_125_4
835	annotate_total_phage_2_34
836	annotate_deboutte_phage_123_45
837	annotate_virome_phage_39_18
838	annotate_deboutte_phage_154_36
839	annotate_rosso_phage_29_50
840	annotate_deboutte_phage_467_5
841	annotate_deboutte_phage_86_34
842	annotate_virome_phage_2235_36
843	annotate_busby_phage_125_5
844	annotate_busby_phage_125_34
845	annotate_deboutte_phage_123_43
846	annotate_virome_phage_39_20
847	annotate_total_phage_2_32
848	annotate_total_phage_105_22
849	annotate_deboutte_phage_154_38
850	annotate_rosso_phage_29_48
851	annotate_deboutte_phage_467_3
852	annotate_deboutte_phage_86_32
853	annotate_rosso_phage_191_19
854	annotate_virome_phage_2235_34
855	annotate_busby_phage_127_1
856	annotate_busby_phage_127_2
857	annotate_busby_phage_127_3
858	annotate_busby_phage_128_1
859	annotate_busby_phage_296_14
860	annotate_busby_phage_297_14
861	annotate_busby_phage_473_93
862	annotate_total_phage_362_39
863	annotate_busby_phage_338_3
