contig_id,pc_id
annotate_busby_phage_144,PC_04680
annotate_busby_phage_144,PC_00172
annotate_busby_phage_144,PC_00173
annotate_busby_phage_144,PC_00174
annotate_busby_phage_145,PC_00253
annotate_busby_phage_145,PC_00396
annotate_busby_phage_145,PC_01066
annotate_busby_phage_145,PC_00479
annotate_busby_phage_145,PC_00638
annotate_busby_phage_145,PC_00524
annotate_busby_phage_145,PC_00286
annotate_busby_phage_145,PC_00091
annotate_busby_phage_145,PC_00073
annotate_busby_phage_145,PC_01067
annotate_busby_phage_145,PC_00220
annotate_busby_phage_145,PC_00124
annotate_busby_phage_145,PC_00125
annotate_busby_phage_145,PC_00074
annotate_busby_phage_145,PC_00055
annotate_busby_phage_145,PC_00023
annotate_busby_phage_146,PC_00202
annotate_busby_phage_146,PC_00175
annotate_busby_phage_146,PC_04681
annotate_busby_phage_146,PC_04682
annotate_busby_phage_146,
annotate_busby_phage_146,PC_04683
annotate_busby_phage_146,PC_01194
annotate_busby_phage_146,PC_00397
annotate_busby_phage_146,PC_00480
annotate_busby_phage_146,PC_00017
annotate_busby_phage_146,PC_00571
annotate_busby_phage_146,PC_00525
annotate_busby_phage_146,PC_02170
annotate_busby_phage_146,PC_00639
annotate_busby_phage_146,PC_00369
annotate_busby_phage_146,PC_01359
annotate_busby_phage_146,PC_01794
annotate_busby_phage_146,PC_00572
annotate_busby_phage_146,PC_00700
annotate_busby_phage_146,PC_01796
annotate_busby_phage_146,PC_01795
annotate_busby_phage_146,PC_00761
annotate_busby_phage_146,PC_00176
annotate_busby_phage_146,PC_00701
annotate_busby_phage_147,PC_00443
annotate_busby_phage_147,PC_03474
annotate_busby_phage_147,PC_00640
annotate_busby_phage_147,PC_00287
annotate_busby_phage_148,PC_00040
annotate_busby_phage_148,PC_00006
annotate_busby_phage_148,PC_00177
annotate_busby_phage_148,PC_00254
annotate_busby_phage_148,PC_00090
annotate_busby_phage_148,PC_00221
annotate_busby_phage_149,PC_00085
annotate_busby_phage_149,PC_00952
annotate_busby_phage_149,PC_00100
annotate_busby_phage_149,PC_00139
annotate_busby_phage_149,PC_00012
annotate_busby_phage_149,PC_01360
annotate_busby_phage_149,PC_00035
annotate_busby_phage_149,PC_00526
annotate_busby_phage_149,PC_00348
annotate_busby_phage_149,PC_00444
annotate_busby_phage_15,PC_00573
annotate_busby_phage_15,PC_00203
annotate_busby_phage_15,PC_01357
annotate_busby_phage_15,PC_00637
annotate_busby_phage_15,PC_00640
annotate_busby_phage_15,PC_03474
annotate_busby_phage_150,PC_00040
annotate_busby_phage_150,PC_00006
annotate_busby_phage_150,PC_00177
annotate_busby_phage_151,PC_00702
annotate_busby_phage_151,PC_00178
annotate_busby_phage_151,PC_00101
annotate_busby_phage_151,PC_00222
annotate_busby_phage_151,PC_00102
annotate_busby_phage_151,PC_00085
annotate_busby_phage_151,PC_02174
annotate_busby_phage_151,PC_00398
annotate_busby_phage_151,PC_00086
annotate_busby_phage_151,PC_00100
annotate_busby_phage_151,PC_00139
annotate_busby_phage_151,PC_00012
annotate_busby_phage_151,PC_00035
annotate_busby_phage_151,PC_00029
annotate_busby_phage_151,PC_00043
annotate_busby_phage_151,PC_03476
annotate_busby_phage_151,PC_02175
annotate_busby_phage_151,PC_03477
annotate_busby_phage_151,PC_03478
annotate_busby_phage_151,PC_00126
annotate_busby_phage_151,PC_00011
annotate_busby_phage_151,PC_00179
annotate_busby_phage_151,PC_00127
annotate_busby_phage_151,PC_00703
annotate_busby_phage_151,PC_00574
annotate_busby_phage_151,PC_00180
annotate_busby_phage_151,PC_00218
annotate_busby_phage_151,PC_00034
annotate_busby_phage_151,PC_00084
annotate_busby_phage_151,PC_01195
annotate_busby_phage_151,PC_00040
annotate_busby_phage_151,PC_00528
annotate_busby_phage_151,PC_00001
annotate_busby_phage_151,PC_00007
annotate_busby_phage_151,PC_00027
annotate_busby_phage_151,PC_00024
annotate_busby_phage_152,PC_00444
annotate_busby_phage_152,PC_01542
annotate_busby_phage_152,PC_00348
annotate_busby_phage_152,PC_00526
annotate_busby_phage_153,PC_00846
annotate_busby_phage_153,PC_02176
annotate_busby_phage_153,PC_00315
annotate_busby_phage_153,PC_00041
annotate_busby_phage_154,PC_00641
annotate_busby_phage_154,PC_00847
annotate_busby_phage_154,PC_00848
annotate_busby_phage_154,PC_00953
annotate_busby_phage_154,PC_00849
annotate_busby_phage_154,PC_00153
annotate_busby_phage_154,PC_00954
annotate_busby_phage_154,PC_01361
annotate_busby_phage_154,PC_00140
annotate_busby_phage_154,PC_00397
annotate_busby_phage_154,PC_00480
annotate_busby_phage_154,PC_00571
annotate_busby_phage_154,PC_00575
annotate_busby_phage_154,PC_00955
annotate_busby_phage_154,PC_00956
annotate_busby_phage_154,PC_00369
annotate_busby_phage_154,PC_00576
annotate_busby_phage_154,PC_00010
annotate_busby_phage_154,PC_01196
annotate_busby_phage_155,PC_00849
annotate_busby_phage_155,PC_00153
annotate_busby_phage_155,PC_00954
annotate_busby_phage_155,PC_01361
annotate_busby_phage_155,PC_00397
annotate_busby_phage_155,PC_00017
annotate_busby_phage_155,PC_00199
annotate_busby_phage_155,PC_01544
annotate_busby_phage_155,PC_00369
annotate_busby_phage_155,PC_00851
annotate_busby_phage_155,PC_00576
annotate_busby_phage_155,PC_01545
annotate_busby_phage_155,PC_00700
annotate_busby_phage_155,PC_03481
annotate_busby_phage_155,PC_00577
annotate_busby_phage_155,PC_01362
annotate_busby_phage_155,PC_04693
annotate_busby_phage_155,PC_00206
annotate_busby_phage_155,PC_00854
annotate_busby_phage_155,PC_00855
annotate_busby_phage_155,PC_00223
annotate_busby_phage_155,PC_01805
annotate_busby_phage_155,PC_03484
annotate_busby_phage_155,PC_00103
annotate_busby_phage_155,PC_01363
annotate_busby_phage_155,PC_00481
annotate_busby_phage_155,PC_00217
annotate_busby_phage_155,PC_00446
annotate_busby_phage_155,PC_00111
annotate_busby_phage_155,PC_00152
annotate_busby_phage_155,PC_00181
annotate_busby_phage_155,PC_00182
annotate_busby_phage_155,PC_01198
annotate_busby_phage_155,PC_00138
annotate_busby_phage_155,PC_03485
annotate_busby_phage_155,PC_00075
annotate_busby_phage_155,PC_00288
annotate_busby_phage_155,PC_00154
annotate_busby_phage_155,PC_00399
annotate_busby_phage_155,PC_00289
annotate_busby_phage_155,PC_00234
annotate_busby_phage_155,PC_00092
annotate_busby_phage_155,PC_00642
annotate_busby_phage_156,PC_01070
annotate_busby_phage_156,PC_00274
annotate_busby_phage_156,PC_01200
annotate_busby_phage_156,PC_02699
annotate_busby_phage_156,PC_00857
annotate_busby_phage_156,PC_02177
annotate_busby_phage_156,PC_01550
annotate_busby_phage_156,PC_01366
annotate_busby_phage_156,PC_01541
annotate_busby_phage_156,PC_00480
annotate_busby_phage_156,PC_02702
annotate_busby_phage_156,PC_00199
annotate_busby_phage_156,PC_01544
annotate_busby_phage_156,PC_00369
annotate_busby_phage_156,PC_00851
annotate_busby_phage_156,PC_00576
annotate_busby_phage_156,PC_01545
annotate_busby_phage_157,PC_01807
annotate_busby_phage_157,PC_00223
annotate_busby_phage_157,PC_01367
annotate_busby_phage_157,PC_02703
annotate_busby_phage_157,PC_00854
annotate_busby_phage_157,PC_00579
annotate_busby_phage_157,PC_00010
annotate_busby_phage_157,PC_01201
annotate_busby_phage_157,PC_04696
annotate_busby_phage_158,PC_00217
annotate_busby_phage_158,PC_00481
annotate_busby_phage_158,PC_01363
annotate_busby_phage_158,PC_00103
annotate_busby_phage_158,PC_00446
annotate_busby_phage_159,PC_00128
annotate_busby_phage_159,PC_00042
annotate_busby_phage_159,PC_00290
annotate_busby_phage_159,PC_00370
annotate_busby_phage_159,PC_00958
annotate_busby_phage_159,PC_00400
annotate_busby_phage_159,PC_00312
annotate_busby_phage_159,PC_00959
annotate_busby_phage_159,PC_01072
annotate_busby_phage_159,PC_00401
annotate_busby_phage_159,PC_00351
annotate_busby_phage_16,
annotate_busby_phage_160,PC_01368
annotate_busby_phage_160,
annotate_busby_phage_160,PC_00580
annotate_busby_phage_160,PC_01073
annotate_busby_phage_160,PC_01203
annotate_busby_phage_160,PC_01369
annotate_busby_phage_160,PC_00275
annotate_busby_phage_160,PC_00036
annotate_busby_phage_160,PC_00482
annotate_busby_phage_160,PC_00351
annotate_busby_phage_160,PC_00401
annotate_busby_phage_160,PC_01071
annotate_busby_phage_160,PC_01810
annotate_busby_phage_160,PC_00859
annotate_busby_phage_160,PC_00042
annotate_busby_phage_160,PC_00290
annotate_busby_phage_160,PC_00370
annotate_busby_phage_160,PC_00958
annotate_busby_phage_160,PC_00400
annotate_busby_phage_160,PC_00861
annotate_busby_phage_160,PC_01072
annotate_busby_phage_160,PC_00530
annotate_busby_phage_160,PC_02706
annotate_busby_phage_160,PC_01552
annotate_busby_phage_160,PC_01074
annotate_busby_phage_161,PC_00643
annotate_busby_phage_161,PC_00961
annotate_busby_phage_161,PC_00255
annotate_busby_phage_161,PC_00705
annotate_busby_phage_161,PC_00128
annotate_busby_phage_161,PC_00042
annotate_busby_phage_161,PC_00290
annotate_busby_phage_161,PC_00370
annotate_busby_phage_161,PC_00958
annotate_busby_phage_161,PC_00400
annotate_busby_phage_161,PC_03486
annotate_busby_phage_161,PC_00962
annotate_busby_phage_161,PC_00568
annotate_busby_phage_161,PC_01811
annotate_busby_phage_161,PC_00707
annotate_busby_phage_161,PC_00531
annotate_busby_phage_161,PC_00402
annotate_busby_phage_161,
annotate_busby_phage_161,PC_00006
annotate_busby_phage_161,PC_00395
annotate_busby_phage_161,PC_03487
annotate_busby_phage_161,PC_01812
annotate_busby_phage_161,PC_01204
annotate_busby_phage_161,PC_00151
annotate_busby_phage_161,PC_00155
annotate_busby_phage_161,PC_00291
annotate_busby_phage_161,PC_00018
annotate_busby_phage_161,PC_00447
annotate_busby_phage_161,PC_03488
annotate_busby_phage_161,PC_00862
annotate_busby_phage_161,PC_02711
annotate_busby_phage_161,PC_04700
annotate_busby_phage_161,PC_00697
annotate_busby_phage_161,PC_00090
annotate_busby_phage_161,PC_00141
annotate_busby_phage_161,PC_02179
annotate_busby_phage_161,PC_00963
annotate_busby_phage_161,PC_00863
annotate_busby_phage_161,PC_01813
annotate_busby_phage_161,PC_00964
annotate_busby_phage_161,PC_00317
annotate_busby_phage_161,PC_00179
annotate_busby_phage_161,PC_00044
annotate_busby_phage_161,PC_00011
annotate_busby_phage_161,PC_00178
annotate_busby_phage_161,PC_00126
annotate_busby_phage_162,PC_00859
annotate_busby_phage_162,PC_01553
annotate_busby_phage_162,PC_00256
annotate_busby_phage_162,PC_00129
annotate_busby_phage_162,PC_00004
annotate_busby_phage_162,PC_00087
annotate_busby_phage_162,PC_03489
annotate_busby_phage_162,PC_00400
annotate_busby_phage_162,PC_00958
annotate_busby_phage_162,PC_00370
annotate_busby_phage_162,PC_00290
annotate_busby_phage_162,PC_00042
annotate_busby_phage_162,PC_00128
annotate_busby_phage_162,PC_00705
annotate_busby_phage_162,PC_00255
annotate_busby_phage_162,PC_01205
annotate_busby_phage_162,PC_00961
annotate_busby_phage_162,PC_00643
annotate_busby_phage_162,PC_00707
annotate_busby_phage_162,PC_00531
annotate_busby_phage_162,PC_00402
annotate_busby_phage_163,PC_00047
annotate_busby_phage_163,PC_00527
annotate_busby_phage_163,PC_00348
annotate_busby_phage_163,PC_00484
annotate_busby_phage_163,PC_01360
annotate_busby_phage_163,PC_01554
annotate_busby_phage_163,PC_01371
annotate_busby_phage_163,PC_01077
annotate_busby_phage_163,PC_03491
annotate_busby_phage_163,PC_00966
annotate_busby_phage_163,PC_00183
annotate_busby_phage_163,PC_00581
annotate_busby_phage_163,PC_00076
annotate_busby_phage_163,PC_00448
annotate_busby_phage_163,PC_01814
annotate_busby_phage_163,PC_02181
annotate_busby_phage_163,PC_01373
annotate_busby_phage_163,PC_00273
annotate_busby_phage_163,PC_01791
annotate_busby_phage_163,PC_00442
annotate_busby_phage_163,PC_00252
annotate_busby_phage_163,PC_01556
annotate_busby_phage_163,PC_01557
annotate_busby_phage_163,PC_00765
annotate_busby_phage_163,PC_00532
annotate_busby_phage_163,PC_00645
annotate_busby_phage_163,PC_01815
annotate_busby_phage_163,PC_01065
annotate_busby_phage_163,PC_00704
annotate_busby_phage_163,PC_00967
annotate_busby_phage_163,
annotate_busby_phage_163,PC_01064
annotate_busby_phage_163,PC_00698
annotate_busby_phage_163,PC_00646
annotate_busby_phage_163,PC_03494
annotate_busby_phage_163,PC_03495
annotate_busby_phage_163,PC_01560
annotate_busby_phage_163,PC_00449
annotate_busby_phage_163,PC_02183
annotate_busby_phage_163,PC_01561
annotate_busby_phage_163,PC_01374
annotate_busby_phage_163,PC_00318
annotate_busby_phage_163,PC_00866
annotate_busby_phage_163,PC_00708
annotate_busby_phage_163,PC_00647
annotate_busby_phage_163,PC_00648
annotate_busby_phage_164,PC_02167
annotate_busby_phage_164,PC_00695
annotate_busby_phage_164,
annotate_busby_phage_165,PC_00533
annotate_busby_phage_165,PC_02714
annotate_busby_phage_165,PC_01078
annotate_busby_phage_165,PC_03498
annotate_busby_phage_165,PC_02185
annotate_busby_phage_165,PC_03500
annotate_busby_phage_165,PC_00534
annotate_busby_phage_165,PC_02716
annotate_busby_phage_165,PC_02715
annotate_busby_phage_165,PC_00968
annotate_busby_phage_165,PC_03501
annotate_busby_phage_165,PC_01817
annotate_busby_phage_165,PC_02717
annotate_busby_phage_165,PC_02186
annotate_busby_phage_165,PC_03502
annotate_busby_phage_165,PC_03503
annotate_busby_phage_165,PC_02187
annotate_busby_phage_165,PC_02718
annotate_busby_phage_165,PC_02719
annotate_busby_phage_165,PC_02188
annotate_busby_phage_165,PC_02720
annotate_busby_phage_165,PC_03505
annotate_busby_phage_165,PC_03506
annotate_busby_phage_165,PC_03507
annotate_busby_phage_165,PC_03508
annotate_busby_phage_165,PC_02721
annotate_busby_phage_165,PC_03509
annotate_busby_phage_165,PC_00156
annotate_busby_phage_165,PC_02722
annotate_busby_phage_165,PC_02723
annotate_busby_phage_165,PC_02724
annotate_busby_phage_165,PC_02725
annotate_busby_phage_165,PC_02726
annotate_busby_phage_165,PC_02727
annotate_busby_phage_165,PC_02189
annotate_busby_phage_165,PC_02728
annotate_busby_phage_165,PC_02729
annotate_busby_phage_165,PC_02730
annotate_busby_phage_165,PC_02731
annotate_busby_phage_165,PC_02732
annotate_busby_phage_165,PC_02733
annotate_busby_phage_165,PC_00066
annotate_busby_phage_165,PC_00319
annotate_busby_phage_165,PC_02734
annotate_busby_phage_165,PC_02735
annotate_busby_phage_165,PC_02736
annotate_busby_phage_165,PC_01819
annotate_busby_phage_165,PC_01564
annotate_busby_phage_165,PC_01565
annotate_busby_phage_165,PC_02191
annotate_busby_phage_165,PC_02192
annotate_busby_phage_165,PC_02193
annotate_busby_phage_165,PC_02194
annotate_busby_phage_165,PC_02195
annotate_busby_phage_165,PC_02196
annotate_busby_phage_165,PC_02737
annotate_busby_phage_165,PC_02738
annotate_busby_phage_165,PC_02739
annotate_busby_phage_165,PC_03510
annotate_busby_phage_165,PC_03511
annotate_busby_phage_165,PC_03512
annotate_busby_phage_165,PC_03513
annotate_busby_phage_165,PC_02197
annotate_busby_phage_165,PC_03514
annotate_busby_phage_165,PC_03515
annotate_busby_phage_165,PC_03516
annotate_busby_phage_165,PC_03517
annotate_busby_phage_165,PC_04708
annotate_busby_phage_165,PC_00768
annotate_busby_phage_165,PC_02740
annotate_busby_phage_165,PC_03518
annotate_busby_phage_165,PC_03519
annotate_busby_phage_165,PC_04709
annotate_busby_phage_165,PC_03520
annotate_busby_phage_165,PC_02742
annotate_busby_phage_165,PC_02743
annotate_busby_phage_165,PC_02744
annotate_busby_phage_165,PC_02745
annotate_busby_phage_165,PC_02746
annotate_busby_phage_165,PC_02198
annotate_busby_phage_165,PC_02747
annotate_busby_phage_165,PC_02748
annotate_busby_phage_165,PC_02749
annotate_busby_phage_165,PC_02199
annotate_busby_phage_165,PC_00969
annotate_busby_phage_165,PC_02200
annotate_busby_phage_165,PC_02201
annotate_busby_phage_165,PC_02202
annotate_busby_phage_165,PC_02203
annotate_busby_phage_165,PC_02204
annotate_busby_phage_165,PC_01820
annotate_busby_phage_165,PC_01821
annotate_busby_phage_165,PC_01822
annotate_busby_phage_165,
annotate_busby_phage_165,PC_01823
annotate_busby_phage_165,PC_01824
annotate_busby_phage_165,PC_02750
annotate_busby_phage_165,PC_01825
annotate_busby_phage_165,PC_04710
annotate_busby_phage_165,PC_00867
annotate_busby_phage_165,PC_02751
annotate_busby_phage_165,PC_00970
annotate_busby_phage_165,PC_02205
annotate_busby_phage_165,PC_01566
annotate_busby_phage_165,PC_01826
annotate_busby_phage_165,PC_02752
annotate_busby_phage_165,PC_01567
annotate_busby_phage_165,PC_02206
annotate_busby_phage_165,PC_02207
annotate_busby_phage_165,PC_02208
annotate_busby_phage_165,PC_04713
annotate_busby_phage_165,PC_01208
annotate_busby_phage_165,PC_04714
annotate_busby_phage_165,PC_02209
annotate_busby_phage_165,PC_02753
annotate_busby_phage_165,PC_02210
annotate_busby_phage_165,PC_02754
annotate_busby_phage_165,PC_02755
annotate_busby_phage_166,
annotate_busby_phage_166,PC_02756
annotate_busby_phage_166,PC_02757
annotate_busby_phage_167,PC_01209
annotate_busby_phage_167,PC_01568
annotate_busby_phage_167,PC_02758
annotate_busby_phage_167,PC_03525
annotate_busby_phage_168,PC_00709
annotate_busby_phage_168,PC_00710
annotate_busby_phage_168,PC_01080
annotate_busby_phage_168,PC_00770
annotate_busby_phage_169,PC_01570
annotate_busby_phage_169,PC_03530
annotate_busby_phage_169,PC_03531
annotate_busby_phage_169,PC_00450
annotate_busby_phage_169,PC_00971
annotate_busby_phage_169,PC_00014
annotate_busby_phage_169,PC_02761
annotate_busby_phage_169,
annotate_busby_phage_169,PC_00372
annotate_busby_phage_169,PC_00371
annotate_busby_phage_169,PC_00404
annotate_busby_phage_169,PC_01082
annotate_busby_phage_169,PC_01571
annotate_busby_phage_169,PC_00770
annotate_busby_phage_169,PC_01080
annotate_busby_phage_169,PC_00710
annotate_busby_phage_169,PC_00709
annotate_busby_phage_169,PC_01377
annotate_busby_phage_169,PC_01209
annotate_busby_phage_169,PC_01568
annotate_busby_phage_169,PC_02758
annotate_busby_phage_169,PC_03525
annotate_busby_phage_169,PC_00712
annotate_busby_phage_169,PC_04720
annotate_busby_phage_169,PC_02764
annotate_busby_phage_169,PC_02765
annotate_busby_phage_169,PC_02216
annotate_busby_phage_169,PC_00076
annotate_busby_phage_169,PC_03533
annotate_busby_phage_169,PC_01362
annotate_busby_phage_169,PC_01794
annotate_busby_phage_169,PC_01359
annotate_busby_phage_169,PC_04721
annotate_busby_phage_169,PC_04722
annotate_busby_phage_169,PC_04723
annotate_busby_phage_169,PC_02217
annotate_busby_phage_169,PC_04724
annotate_busby_phage_169,PC_02218
annotate_busby_phage_169,PC_03534
annotate_busby_phage_169,PC_04725
annotate_busby_phage_169,PC_03535
annotate_busby_phage_169,PC_02178
annotate_busby_phage_17,
annotate_busby_phage_17,PC_04726
annotate_busby_phage_170,PC_00181
annotate_busby_phage_170,PC_00347
annotate_busby_phage_170,PC_00170
annotate_busby_phage_170,
annotate_busby_phage_170,PC_04727
annotate_busby_phage_170,PC_02766
annotate_busby_phage_170,PC_01829
annotate_busby_phage_170,PC_00087
annotate_busby_phage_170,PC_00650
annotate_busby_phage_170,PC_03538
annotate_busby_phage_170,PC_01787
annotate_busby_phage_170,PC_04728
annotate_busby_phage_170,PC_03540
annotate_busby_phage_170,PC_01831
annotate_busby_phage_170,PC_03541
annotate_busby_phage_170,PC_04729
annotate_busby_phage_170,PC_00768
annotate_busby_phage_170,PC_04730
annotate_busby_phage_170,PC_02767
annotate_busby_phage_170,PC_02741
annotate_busby_phage_170,PC_03542
annotate_busby_phage_170,PC_04731
annotate_busby_phage_170,PC_03543
annotate_busby_phage_170,PC_00157
annotate_busby_phage_170,PC_02219
annotate_busby_phage_170,PC_01573
annotate_busby_phage_170,PC_01379
annotate_busby_phage_170,PC_00582
annotate_busby_phage_170,PC_00156
annotate_busby_phage_170,PC_00020
annotate_busby_phage_170,PC_02768
annotate_busby_phage_170,PC_01833
annotate_busby_phage_170,PC_03544
annotate_busby_phage_170,PC_00706
annotate_busby_phage_170,PC_00568
annotate_busby_phage_170,PC_02770
annotate_busby_phage_170,PC_00128
annotate_busby_phage_170,PC_01380
annotate_busby_phage_170,PC_01197
annotate_busby_phage_170,PC_00643
annotate_busby_phage_170,PC_04734
annotate_busby_phage_170,PC_04735
annotate_busby_phage_170,PC_02771
annotate_busby_phage_170,PC_04736
annotate_busby_phage_170,PC_04737
annotate_busby_phage_170,PC_04738
annotate_busby_phage_170,PC_04739
annotate_busby_phage_170,PC_04740
annotate_busby_phage_170,PC_00063
annotate_busby_phage_170,PC_02772
annotate_busby_phage_170,PC_00205
annotate_busby_phage_170,PC_04741
annotate_busby_phage_170,PC_02773
annotate_busby_phage_170,PC_02774
annotate_busby_phage_170,PC_03547
annotate_busby_phage_170,PC_02221
annotate_busby_phage_170,PC_03548
annotate_busby_phage_170,PC_02775
annotate_busby_phage_170,PC_01215
annotate_busby_phage_170,PC_04743
annotate_busby_phage_170,PC_04746
annotate_busby_phage_170,PC_04748
annotate_busby_phage_170,PC_04750
annotate_busby_phage_170,PC_04751
annotate_busby_phage_170,PC_03549
annotate_busby_phage_170,PC_03550
annotate_busby_phage_170,PC_03551
annotate_busby_phage_170,PC_00868
annotate_busby_phage_170,PC_04754
annotate_busby_phage_170,PC_00321
annotate_busby_phage_171,PC_00652
annotate_busby_phage_171,PC_01084
annotate_busby_phage_171,PC_00972
annotate_busby_phage_171,PC_00771
annotate_busby_phage_171,PC_00485
annotate_busby_phage_171,PC_03552
annotate_busby_phage_171,PC_03553
annotate_busby_phage_171,PC_00140
annotate_busby_phage_171,PC_01085
annotate_busby_phage_171,PC_01069
annotate_busby_phage_171,PC_02777
annotate_busby_phage_171,PC_00486
